sentence,intent,domain
abaixat la temperatura del l'{area} a {temperature} graus,HassClimateSetTemperature,None
abaixat la temperatura del s'{area} a {temperature} graus,HassClimateSetTemperature,None
abaixat la temperatura del la {area} a {temperature} graus,HassClimateSetTemperature,None
abaixat la temperatura a el {area} a {temperature} graus,HassClimateSetTemperature,None
abaixat la temperatura a l'{area} a {temperature} graus,HassClimateSetTemperature,None
abaixat la temperatura a s'{area} a {temperature} graus,HassClimateSetTemperature,None
abaixat la temperatura a la {area} a {temperature} graus,HassClimateSetTemperature,None
abaixat la temperatura al el {area} a {temperature} graus,HassClimateSetTemperature,None
abaixat la temperatura al l'{area} a {temperature} graus,HassClimateSetTemperature,None
abaixat la temperatura al s'{area} a {temperature} graus,HassClimateSetTemperature,None
abaixat la temperatura al la {area} a {temperature} graus,HassClimateSetTemperature,None
posar la calefacció a {temperature} graus en el {area},HassClimateSetTemperature,None
posar la calefacció a {temperature} graus en l'{area},HassClimateSetTemperature,None
posar la calefacció a {temperature} graus en s'{area},HassClimateSetTemperature,None
posar la calefacció a {temperature} graus en la {area},HassClimateSetTemperature,None
posar la calefacció a {temperature} graus de el {area},HassClimateSetTemperature,None
posar la calefacció a {temperature} graus de l'{area},HassClimateSetTemperature,None
posar la calefacció a {temperature} graus de s'{area},HassClimateSetTemperature,None
posar la calefacció a {temperature} graus de la {area},HassClimateSetTemperature,None
posar la calefacció a {temperature} graus del el {area},HassClimateSetTemperature,None
posar la calefacció a {temperature} graus del l'{area},HassClimateSetTemperature,None
posar la calefacció a {temperature} graus del s'{area},HassClimateSetTemperature,None
posar la calefacció a {temperature} graus del la {area},HassClimateSetTemperature,None
posar la calefacció a {temperature} graus a el {area},HassClimateSetTemperature,None
posar la calefacció a {temperature} graus a l'{area},HassClimateSetTemperature,None
posar la calefacció a {temperature} graus a s'{area},HassClimateSetTemperature,None
posar la calefacció a {temperature} graus a la {area},HassClimateSetTemperature,None
posar la calefacció a {temperature} graus al el {area},HassClimateSetTemperature,None
posar la calefacció a {temperature} graus al l'{area},HassClimateSetTemperature,None
posar la calefacció a {temperature} graus al s'{area},HassClimateSetTemperature,None
posar la calefacció a {temperature} graus al la {area},HassClimateSetTemperature,None
posat la calefacció a {temperature} graus en el {area},HassClimateSetTemperature,None
posat la calefacció a {temperature} graus en l'{area},HassClimateSetTemperature,None
posat la calefacció a {temperature} graus en s'{area},HassClimateSetTemperature,None
posat la calefacció a {temperature} graus en la {area},HassClimateSetTemperature,None
posat la calefacció a {temperature} graus de el {area},HassClimateSetTemperature,None
posat la calefacció a {temperature} graus de l'{area},HassClimateSetTemperature,None
posat la calefacció a {temperature} graus de s'{area},HassClimateSetTemperature,None
posat la calefacció a {temperature} graus de la {area},HassClimateSetTemperature,None
posat la calefacció a {temperature} graus del el {area},HassClimateSetTemperature,None
posat la calefacció a {temperature} graus del l'{area},HassClimateSetTemperature,None
posat la calefacció a {temperature} graus del s'{area},HassClimateSetTemperature,None
posat la calefacció a {temperature} graus del la {area},HassClimateSetTemperature,None
posat la calefacció a {temperature} graus a el {area},HassClimateSetTemperature,None
posat la calefacció a {temperature} graus a l'{area},HassClimateSetTemperature,None
posat la calefacció a {temperature} graus a s'{area},HassClimateSetTemperature,None
posat la calefacció a {temperature} graus a la {area},HassClimateSetTemperature,None
posat la calefacció a {temperature} graus al el {area},HassClimateSetTemperature,None
posat la calefacció a {temperature} graus al l'{area},HassClimateSetTemperature,None
posat la calefacció a {temperature} graus al s'{area},HassClimateSetTemperature,None
posat la calefacció a {temperature} graus al la {area},HassClimateSetTemperature,None
pujar la calefacció a {temperature} graus en el {area},HassClimateSetTemperature,None
pujar la calefacció a {temperature} graus en l'{area},HassClimateSetTemperature,None
pujar la calefacció a {temperature} graus en s'{area},HassClimateSetTemperature,None
pujar la calefacció a {temperature} graus en la {area},HassClimateSetTemperature,None
pujar la calefacció a {temperature} graus de el {area},HassClimateSetTemperature,None
pujar la calefacció a {temperature} graus de l'{area},HassClimateSetTemperature,None
pujar la calefacció a {temperature} graus de s'{area},HassClimateSetTemperature,None
pujar la calefacció a {temperature} graus de la {area},HassClimateSetTemperature,None
pujar la calefacció a {temperature} graus del el {area},HassClimateSetTemperature,None
pujar la calefacció a {temperature} graus del l'{area},HassClimateSetTemperature,None
pujar la calefacció a {temperature} graus del s'{area},HassClimateSetTemperature,None
pujar la calefacció a {temperature} graus del la {area},HassClimateSetTemperature,None
pujar la calefacció a {temperature} graus a el {area},HassClimateSetTemperature,None
pujar la calefacció a {temperature} graus a l'{area},HassClimateSetTemperature,None
pujar la calefacció a {temperature} graus a s'{area},HassClimateSetTemperature,None
pujar la calefacció a {temperature} graus a la {area},HassClimateSetTemperature,None
pujar la calefacció a {temperature} graus al el {area},HassClimateSetTemperature,None
pujar la calefacció a {temperature} graus al l'{area},HassClimateSetTemperature,None
pujar la calefacció a {temperature} graus al s'{area},HassClimateSetTemperature,None
pujar la calefacció a {temperature} graus al la {area},HassClimateSetTemperature,None
pujat la calefacció a {temperature} graus en el {area},HassClimateSetTemperature,None
pujat la calefacció a {temperature} graus en l'{area},HassClimateSetTemperature,None
pujat la calefacció a {temperature} graus en s'{area},HassClimateSetTemperature,None
pujat la calefacció a {temperature} graus en la {area},HassClimateSetTemperature,None
pujat la calefacció a {temperature} graus de el {area},HassClimateSetTemperature,None
pujat la calefacció a {temperature} graus de l'{area},HassClimateSetTemperature,None
pujat la calefacció a {temperature} graus de s'{area},HassClimateSetTemperature,None
pujat la calefacció a {temperature} graus de la {area},HassClimateSetTemperature,None
pujat la calefacció a {temperature} graus del el {area},HassClimateSetTemperature,None
pujat la calefacció a {temperature} graus del l'{area},HassClimateSetTemperature,None
pujat la calefacció a {temperature} graus del s'{area},HassClimateSetTemperature,None
pujat la calefacció a {temperature} graus del la {area},HassClimateSetTemperature,None
pujat la calefacció a {temperature} graus a el {area},HassClimateSetTemperature,None
pujat la calefacció a {temperature} graus a l'{area},HassClimateSetTemperature,None
pujat la calefacció a {temperature} graus a s'{area},HassClimateSetTemperature,None
pujat la calefacció a {temperature} graus a la {area},HassClimateSetTemperature,None
pujat la calefacció a {temperature} graus al el {area},HassClimateSetTemperature,None
pujat la calefacció a {temperature} graus al l'{area},HassClimateSetTemperature,None
pujat la calefacció a {temperature} graus al s'{area},HassClimateSetTemperature,None
pujat la calefacció a {temperature} graus al la {area},HassClimateSetTemperature,None
abaixar la calefacció a {temperature} graus en el {area},HassClimateSetTemperature,None
abaixar la calefacció a {temperature} graus en l'{area},HassClimateSetTemperature,None
abaixar la calefacció a {temperature} graus en s'{area},HassClimateSetTemperature,None
abaixar la calefacció a {temperature} graus en la {area},HassClimateSetTemperature,None
abaixar la calefacció a {temperature} graus de el {area},HassClimateSetTemperature,None
abaixar la calefacció a {temperature} graus de l'{area},HassClimateSetTemperature,None
abaixar la calefacció a {temperature} graus de s'{area},HassClimateSetTemperature,None
abaixar la calefacció a {temperature} graus de la {area},HassClimateSetTemperature,None
abaixar la calefacció a {temperature} graus del el {area},HassClimateSetTemperature,None
abaixar la calefacció a {temperature} graus del l'{area},HassClimateSetTemperature,None
abaixar la calefacció a {temperature} graus del s'{area},HassClimateSetTemperature,None
abaixar la calefacció a {temperature} graus del la {area},HassClimateSetTemperature,None
abaixar la calefacció a {temperature} graus a el {area},HassClimateSetTemperature,None
abaixar la calefacció a {temperature} graus a l'{area},HassClimateSetTemperature,None
abaixar la calefacció a {temperature} graus a s'{area},HassClimateSetTemperature,None
abaixar la calefacció a {temperature} graus a la {area},HassClimateSetTemperature,None
abaixar la calefacció a {temperature} graus al el {area},HassClimateSetTemperature,None
abaixar la calefacció a {temperature} graus al l'{area},HassClimateSetTemperature,None
abaixar la calefacció a {temperature} graus al s'{area},HassClimateSetTemperature,None
abaixar la calefacció a {temperature} graus al la {area},HassClimateSetTemperature,None
abaixat la calefacció a {temperature} graus en el {area},HassClimateSetTemperature,None
abaixat la calefacció a {temperature} graus en l'{area},HassClimateSetTemperature,None
abaixat la calefacció a {temperature} graus en s'{area},HassClimateSetTemperature,None
abaixat la calefacció a {temperature} graus en la {area},HassClimateSetTemperature,None
abaixat la calefacció a {temperature} graus de el {area},HassClimateSetTemperature,None
abaixat la calefacció a {temperature} graus de l'{area},HassClimateSetTemperature,None
abaixat la calefacció a {temperature} graus de s'{area},HassClimateSetTemperature,None
abaixat la calefacció a {temperature} graus de la {area},HassClimateSetTemperature,None
abaixat la calefacció a {temperature} graus del el {area},HassClimateSetTemperature,None
abaixat la calefacció a {temperature} graus del l'{area},HassClimateSetTemperature,None
abaixat la calefacció a {temperature} graus del s'{area},HassClimateSetTemperature,None
abaixat la calefacció a {temperature} graus del la {area},HassClimateSetTemperature,None
abaixat la calefacció a {temperature} graus a el {area},HassClimateSetTemperature,None
abaixat la calefacció a {temperature} graus a l'{area},HassClimateSetTemperature,None
abaixat la calefacció a {temperature} graus a s'{area},HassClimateSetTemperature,None
abaixat la calefacció a {temperature} graus a la {area},HassClimateSetTemperature,None
abaixat la calefacció a {temperature} graus al el {area},HassClimateSetTemperature,None
abaixat la calefacció a {temperature} graus al l'{area},HassClimateSetTemperature,None
